Unused bits: 12.66%

Nr.     Instruction                     Format                                                                                                                                
 3606   SR (rrr,r),fr                   oooooooo uuuAAAAA uuuBBBBB uuuuCCCC                                                                                                   
 3607   SR (rrr,r),nnnn,n,nnn           oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD EEEEEEEE EEEEEEEE EEEEEEEE                                    
 3608   SR (rrr,r),nnnn,n               oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD                                                               
 3609   SR (rrr,r),r                    oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3610   SR (rrr,r),rr                   oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3611   SR (rrr,r),rrr                  oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3612   SR (rrr,r),rrrr                 oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3613   SR (rrr,rr),(nnn,nnn),n,rrr     oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD DDDDDDDD DDDDDDDD EEEEEEEE uuuFFFFF                                    
 3614   SR (rrr,rr),(nnn,r),n,rrr       oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                      
 3615   SR (rrr,rr),(nnn,rr),n,rrr      oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                      
 3616   SR (rrr,rr),(nnn,rrr),n,rrr     oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                      
 3617   SR (rrr,rr),(nnn),n,rrr         oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD uuuEEEEE                                                               
 3618   SR (rrr,rr),(rrr,nnn),n,rrr     oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD DDDDDDDD DDDDDDDD EEEEEEEE uuuFFFFF                                                      
 3619   SR (rrr,rr),(rrr,r),n,rrr       oooooooo uuuAAAAA uuuBBBBB uuuCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                                        
 3620   SR (rrr,rr),(rrr,rr),n,rrr      oooooooo uuuAAAAA uuuBBBBB uuuCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                                        
 3621   SR (rrr,rr),(rrr,rrr),n,rrr     oooooooo uuuAAAAA uuuBBBBB uuuCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                                        
 3622   SR (rrr,rr),(rrr),n,rrr         oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                                                 
 3623   SR (rrr,rr),fr                  oooooooo uuuAAAAA uuuBBBBB uuuuCCCC                                                                                                   
 3624   SR (rrr,rr),nnnn,n,nnn          oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD EEEEEEEE EEEEEEEE EEEEEEEE                                    
 3625   SR (rrr,rr),nnnn,n              oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD                                                               
 3626   SR (rrr,rr),r                   oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3627   SR (rrr,rr),rr                  oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3628   SR (rrr,rr),rrr                 oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3629   SR (rrr,rr),rrrr                oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3630   SR (rrr,rrr),(nnn,nnn),n,rrr    oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD DDDDDDDD DDDDDDDD EEEEEEEE uuuFFFFF                                    
 3631   SR (rrr,rrr),(nnn,r),n,rrr      oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                      
 3632   SR (rrr,rrr),(nnn,rr),n,rrr     oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                      
 3633   SR (rrr,rrr),(nnn,rrr),n,rrr    oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                      
 3634   SR (rrr,rrr),(nnn),n,rrr        oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD uuuEEEEE                                                               
 3635   SR (rrr,rrr),(rrr,nnn),n,rrr    oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD DDDDDDDD DDDDDDDD EEEEEEEE uuuFFFFF                                                      
 3636   SR (rrr,rrr),(rrr,r),n,rrr      oooooooo uuuAAAAA uuuBBBBB uuuCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                                        
 3637   SR (rrr,rrr),(rrr,rr),n,rrr     oooooooo uuuAAAAA uuuBBBBB uuuCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                                        
 3638   SR (rrr,rrr),(rrr,rrr),n,rrr    oooooooo uuuAAAAA uuuBBBBB uuuCCCCC uuuDDDDD EEEEEEEE uuuFFFFF                                                                        
 3639   SR (rrr,rrr),(rrr),n,rrr        oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                                                 
 3640   SR (rrr,rrr),fr                 oooooooo uuuAAAAA uuuBBBBB uuuuCCCC                                                                                                   
 3641   SR (rrr,rrr),nnnn,n,nnn         oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD EEEEEEEE EEEEEEEE EEEEEEEE                                    
 3642   SR (rrr,rrr),nnnn,n             oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD                                                               
 3643   SR (rrr,rrr),r                  oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3644   SR (rrr,rrr),rr                 oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3645   SR (rrr,rrr),rrr                oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3646   SR (rrr,rrr),rrrr               oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3647   SR (rrr),(nnn,nnn),n,rrr        oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD uuuEEEEE                                             
 3648   SR (rrr),(nnn,r),n,rrr          oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                               
 3649   SR (rrr),(nnn,rr),n,rrr         oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                               
 3650   SR (rrr),(nnn,rrr),n,rrr        oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                               
 3651   SR (rrr),(nnn),n,rrr            oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB CCCCCCCC uuuDDDDD                                                                        
 3652   SR (rrr),(rrr,nnn),n,rrr        oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC DDDDDDDD uuuEEEEE                                                               
 3653   SR (rrr),(rrr,r),n,rrr          oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                                                 
 3654   SR (rrr),(rrr,rr),n,rrr         oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                                                 
 3655   SR (rrr),(rrr,rrr),n,rrr        oooooooo uuuAAAAA uuuBBBBB uuuCCCCC DDDDDDDD uuuEEEEE                                                                                 
 3656   SR (rrr),(rrr),n,rrr            oooooooo uuuAAAAA uuuBBBBB CCCCCCCC uuuDDDDD                                                                                          
 3657   SR (rrr),fr                     oooooooo uuuAAAAA uuuuBBBB                                                                                                            
 3658   SR (rrr),nnnn,n,nnn             oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB BBBBBBBB CCCCCCCC DDDDDDDD DDDDDDDD DDDDDDDD                                             
 3659   SR (rrr),nnnn,n                 oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB BBBBBBBB CCCCCCCC                                                                        
 3660   SR (rrr),r                      oooooooo uuuAAAAA uuuBBBBB                                                                                                            
 3661   SR (rrr),rr                     oooooooo uuuAAAAA uuuBBBBB                                                                                                            
 3662   SR (rrr),rrr                    oooooooo uuuAAAAA uuuBBBBB                                                                                                            
 3663   SR (rrr),rrrr                   oooooooo uuuAAAAA uuuBBBBB                                                                                                            
 3664   SR fr,(nnn,nnn)                 oooooooo uuuuAAAA BBBBBBBB BBBBBBBB BBBBBBBB CCCCCCCC CCCCCCCC CCCCCCCC                                                               
 3665   SR fr,(nnn,r)                   oooooooo uuuuAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC                                                                                 
 3666   SR fr,(nnn,rr)                  oooooooo uuuuAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC                                                                                 
 3667   SR fr,(nnn,rrr)                 oooooooo uuuuAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC                                                                                 
 3668   SR fr,(nnn)                     oooooooo uuuuAAAA BBBBBBBB BBBBBBBB BBBBBBBB                                                                                          
 3669   SR fr,(rrr,nnn)                 oooooooo uuuuAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC                                                                                 
 3670   SR fr,(rrr,r)                   oooooooo uuuuAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3671   SR fr,(rrr,rr)                  oooooooo uuuuAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3672   SR fr,(rrr,rrr)                 oooooooo uuuuAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3673   SR fr,(rrr)                     oooooooo uuuuAAAA uuuBBBBB                                                                                                            
 3674   SR fr,fr                        oooooooo uuuuAAAA uuuuBBBB                                                                                                            
 3675   SR fr,nnnn                      oooooooo uuuuAAAA BBBBBBBB BBBBBBBB BBBBBBBB BBBBBBBB                                                                                 
 3676   SR fr,r                         oooooooo uuuuAAAA uuuBBBBB                                                                                                            
 3677   SR fr,rr                        oooooooo uuuuAAAA uuuBBBBB                                                                                                            
 3678   SR fr,rrr                       oooooooo uuuuAAAA uuuBBBBB                                                                                                            
 3679   SR fr,rrrr                      oooooooo uuuuAAAA uuuBBBBB                                                                                                            
 3680   SR r,(nnn,nnn)                  oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB CCCCCCCC CCCCCCCC CCCCCCCC                                                               
 3681   SR r,(nnn,r)                    oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC                                                                                 
 3682   SR r,(nnn,rr)                   oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC                                                                                 
 3683   SR r,(nnn,rrr)                  oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB uuuCCCCC                                                                                 
 3684   SR r,(nnn)                      oooooooo uuuAAAAA BBBBBBBB BBBBBBBB BBBBBBBB                                                                                          
 3685   SR r,(rrr,nnn)                  oooooooo uuuAAAAA uuuBBBBB CCCCCCCC CCCCCCCC CCCCCCCC                                                                                 
 3686   SR r,(rrr,r)                    oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3687   SR r,(rrr,rr)                   oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3688   SR r,(rrr,rrr)                  oooooooo uuuAAAAA uuuBBBBB uuuCCCCC                                                                                                   
 3689   SR r,(rrr)                      oooooooo uuuAAAAA uuuBBBBB                                                                                                            
 3690   SR r,fr                         oooooooo uuuAAAAA uuuuBBBB                                                                                                            
 3691   SR r,n                          oooooooo uuuAAAAA BBBBBBBB                                                                                                            
